Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
7,control transfer - AKIT,https://akit.cyber.ee/term/3402,https://www.smartherd.com/control-structures-in-java/,https://www.smartherd.com/control-structures-in-java/,2,1823,False,False,False,True,False,False,False,False,2024-12-04,2025-05-16,False,False
14,List Web Complete Tutorial | FlutterCheatSheet,https://triyono.gitbook.io/fluttercheatsheet/usefull-source/list-web-complete-tutorial,https://www.smartherd.com/flutter-introduction-develop-android-and-ios-apps/,Logo Course Introduction: Develop Android and iOS Apps using Flutter Smartherd,8,119,False,False,False,False,False,False,True,False,2024-11-20,2025-05-11,False,False
9,المساق: Java Language,https://elearning.univ-msila.dz/moodle/course/view.php?id=12200&lang=ar,https://www.smartherd.com/control-structures-in-java/#repetition-control,Repetition Control Structure,8,57,False,False,False,True,False,False,False,False,2024-09-12,2025-05-16,False,False
17,Flutter/Dart App Development for Cheap Beginners - DEV Community,https://dev.to/lauragyre/flutter-dart-app-development-for-cheap-beginners-ipm,https://www.smartherd.com/dart-programming-for-flutter-beginners/,Smartherd's Dart Tutorial,11,37,False,False,False,True,False,False,False,False,2024-09-08,2025-05-24,False,False
5,Sriyank Siddhartha | Kandio,https://es-pe.kand.io/contributors/sriyank-siddhartha,https://www.smartherd.com/,,11,29,False,False,False,True,False,False,False,False,2024-11-06,2025-05-27,False,False
24,JDK+Example - Αναζήτηση Εικόνες,https://4.bing.com/images/search?q=JDK%2BExample&qft,https://www.smartherd.com/jvm-vs-jre-vs-jdk/,smartherd.com,35,172,False,False,False,True,False,False,False,False,2024-05-27,2025-02-27,False,True
