Name,Source,Reason,DA,AS,DR,UR,TF,CF,S RD,M RD,A RD,S BL,M BL,A BL,IP'S,SZ,Variance,Follow %,S (BL/RD),M (BL/RD),Age,Indexed,Drops,MT,English %,Expiry
holycham.com,GoDaddy Auctions,Low Authority Score (AS<5).,26.00,4.00,11.00,0.00,33.00,19.00,130.00,68.00,119.00,648.00,978.00,1177.00,164.00,2.00,22.00,59.10%,4.984615384615385,14.382352941176471,28.00,,,Business: 33,nan%,2025-05-17
mangodsp.com,GoDaddy Auctions,Low Authority Score (AS<5).,27.00,4.00,23.00,7.00,33.00,18.00,139.00,45.00,147.00,477.00,289.00,815.00,176.00,2.00,23.00,72.54%,3.431654676258993,6.4222222222222225,25.00,,,Science/Technology: 33,nan%,2025-05-17
broble.com,GoDaddy Auctions,Low Authority Score (AS<5).,22.00,4.00,21.00,0.00,19.00,18.00,212.00,70.00,282.00,881.00,284.00,3804.00,195.00,3.00,18.00,54.60%,4.15566037735849,4.057142857142857,16.00,,,"Computers/Graphics: 19
Computers/Internet/Web Design and Development: 15",nan%,2025-05-17
gotraveltoargentina.com,GoDaddy Auctions,Low Authority Score (AS<5).,25.00,3.00,6.00,0.00,24.00,22.00,127.00,63.00,108.00,6487.00,3326.00,1195.00,117.00,3.00,22.00,93.14%,51.07874015748032,52.79365079365079,18.00,,,"Recreation/Travel: 24
Computers/Internet/Searching: 17
Home/Family: 17
Society/Issues: 17",nan%,2025-05-17
libertychurchnyc.com,GoDaddy Auctions,Low Authority Score (AS<5).,30.00,4.00,12.00,8.00,19.00,18.00,165.00,47.00,144.00,591.00,101.00,399.00,186.00,3.00,26.00,39.03%,3.581818181818182,2.148936170212766,15.00,0.0,0.0,"Computers/Internet/Searching: 19
Business/Healthcare: 14",nan%,2025-05-17
marysuehubbard.com,GoDaddy Auctions,Low Authority Score (AS<5).,20.00,2.00,7.00,0.00,24.00,18.00,126.00,92.00,102.00,538.00,224.00,1194.00,131.00,3.00,18.00,41.56%,4.26984126984127,2.4347826086956523,19.00,1.0,0.0,Society/Religion and Spirituality: 24,nan%,2025-05-17
sangirolamo.com,GoDaddy Auctions,Low English content (<50%). Too many drops (>2).,20.00,5.00,25.00,0.00,33.00,17.00,144.00,45.00,174.00,427.00,89.00,4744.00,152.00,3.00,20.00,73.07%,2.9652777777777777,1.9777777777777779,22.00,0.0,3.0,Regional/Europe: 33,nan%,2025-05-17
visionexpressltl.com,GoDaddy Auctions,Low Authority Score (AS<5).,20.00,2.00,7.00,4.00,12.00,16.00,123.00,50.00,90.00,237.00,140.00,168.00,105.00,4.00,18.00,75.11%,1.9268292682926829,2.8,23.00,,,"Home/Family: 11
Business/Real Estate: 11
Recreation/Travel: 11
Society: 9
Society/People: 9
Computers/Internet: 8
Business/Arts and Entertainment: 8
Science/Environment: 8
Recreation/Autos: 8
Business/Transportation and Logistics: 8",nan%,2025-05-17
trimpines.com,Namecheap Auctions,Low Authority Score (AS<5). Too many drops (>2).,22.00,3.00,3.00,0.00,29.00,15.00,127.00,25.00,93.00,238836.00,170.00,1390.00,130.00,5.00,19.00,99.91%,1880.5984251968505,6.8,24.00,1.0,3.0,Business: 29,nan%,2025-05-17
tvlcorp.com,GoDaddy Auctions,Low Authority Score (AS<5).,21.00,3.00,9.00,6.00,15.00,18.00,118.00,50.00,89.00,237.00,121.00,214.00,122.00,5.00,18.00,75.11%,2.0084745762711864,2.42,14.00,,,"Arts/Graphic Design: 15
Arts/Radio: 13",nan%,2025-05-17
