Target,Target type,Authority Score,Backlinks,Domains,IPs,Follow links,Nofollow links,Text links,Image links,Form links,Frame links,Visits
fandrich.com,root_domain,4,685,203,195,510,177,621,66,0,0,0
ecowaters.org,root_domain,5,602,147,169,313,289,595,7,0,0,0
waterburychamber.org,root_domain,4,352,145,144,257,95,346,6,0,0,104
innerned.org,root_domain,3,4522,432,433,4174,343,4341,178,0,2,0
fallriverchamber.com,root_domain,5,409,141,160,371,38,391,19,0,0,0
mossaffiliatemarketing.com,root_domain,4,437,126,128,361,76,270,88,76,0,0
godive.net,root_domain,4,3163,760,792,1811,1354,2138,1028,0,0,262
nacwc.org,root_domain,6,7845,415,2184,6734,1110,7281,3,0,0,181
tkvision.com,root_domain,3,361,100,112,93,269,257,104,0,1,0
chicagobrauhaus.com,root_domain,5,1642,274,267,1238,407,1638,8,0,0,0
chinesemedicinalherbfarm.com,root_domain,4,270,134,127,189,81,259,8,0,2,0
growthallianceevv.com,root_domain,4,1703,193,207,1627,76,596,1110,0,0,0
ex-primo.com,root_domain,2,1561,167,176,1016,545,1165,316,0,0,0
carbs-information.com,root_domain,5,3281,489,463,1720,1562,3263,23,0,0,0
rave-tech.com,root_domain,5,750,134,155,310,440,679,74,0,0,108
papercutzinelibrary.org,root_domain,5,2373,225,204,1094,1279,2349,25,0,0,0
chryslertcbymaseraticlub.com,root_domain,4,316,113,122,115,203,220,97,0,0,0
mcinerneylab.com,root_domain,5,638,216,227,383,255,561,77,0,0,0
conbriorecordings.com,root_domain,5,45066,145,137,45012,51,45095,56,0,0,0
cartelec.net,root_domain,4,897,153,153,782,117,820,75,0,0,0
oakhaventableandbar.com,root_domain,4,412,138,165,237,175,384,30,0,0,0
bigfatshotsauce.com,root_domain,5,927,127,127,848,80,917,12,0,0,0
chhnh.org,root_domain,3,217,102,98,157,60,187,29,0,0,0
teridian.com,root_domain,5,2496,213,237,2144,352,1639,860,0,0,74
proballinc.com,root_domain,5,243,106,108,126,117,181,62,0,0,0
atlanticcoastalkayaker.com,root_domain,2,2726,113,128,2609,117,2671,59,0,0,0
villagebakeryknoxville.com,root_domain,10,152,99,105,110,42,130,22,0,0,9231
mysecureform.com,root_domain,4,594,223,225,358,237,583,11,0,0,0
earthdaysavannah.org,root_domain,5,21945,287,317,21913,35,17828,4212,0,0,0
protectingwater.com,root_domain,5,375,149,139,323,52,280,97,0,0,0
protovest.com,root_domain,8,988,318,310,706,281,842,144,0,0,179
somedayprods.com,root_domain,5,826,302,302,611,216,653,175,0,0,0
infopolicy.biz,root_domain,5,6427,287,347,6099,346,4343,55,0,2033,107
slantedscreen.com,root_domain,5,1504,225,223,359,1147,1493,13,0,0,0
myperpignan.com,root_domain,2,1851,282,305,1215,641,1259,600,0,0,0
theeasyhealthyway.com,root_domain,2,243,129,134,135,108,200,18,0,0,247
cal-neva.org,root_domain,4,234,123,95,216,18,231,3,0,0,0
thevarios.com,root_domain,5,320,127,126,213,107,243,77,0,0,0
nhtwatches.com,root_domain,6,567,197,212,247,319,134,433,0,0,191
rocowines.net,root_domain,2,779,195,167,582,192,723,47,1,0,0
dai-media.com,root_domain,2,717,147,157,381,336,607,110,0,0,0
designmaterials.com,root_domain,3,488,163,165,193,295,470,18,0,0,0
twentysomethingliving.com,root_domain,5,523,182,180,224,301,486,39,0,0,0
kurtkummerer.com,root_domain,4,199,126,128,117,82,197,2,0,0,0
freefaxbutton.com,root_domain,3,331,160,148,219,112,317,14,0,0,0
sky-art.com,root_domain,5,3285,384,338,1842,1441,3177,106,0,0,0
felineworlds.com,root_domain,20,2138,619,647,2015,122,974,1177,0,0,0
daniel-montenegro.com,root_domain,3,1696,117,120,1675,21,1723,4,0,0,0
thelaptopstrap.com,root_domain,14,263,117,121,206,57,249,13,0,0,28
managmarket.com,root_domain,2,1493,109,167,1260,233,1486,7,0,0,0
bennugroup.net,root_domain,2,452,146,93,388,64,393,59,0,0,0
