Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link,Main Domain
7,Find a local organization | DREAM Act Portal,http://dreamact.info/advocacy/organizations,http://actonadream.org/,http://actonadream.org,143,203,False,False,False,True,False,False,False,False,2024-01-04,2024-11-09,False,False,dreamact.info
7,Find a local organization | DREAM Act Portal,http://dreamact.info/advocacy/organizations?distance%5Bpostal_code%5D&distance%5Bsearch_distance%5D&distance%5Bsearch_units%5D=mile&order=title&sort=asc,http://actonadream.org/,http://actonadream.org,143,203,False,False,False,True,False,False,False,False,2024-03-06,2024-11-14,False,False,dreamact.info
7,Feed items | DREAM Act Portal,http://dreamact.info/feed-item-from-template?page=2678,http://actonadream.org/,http://actonadream.org,21,58,False,False,False,True,False,False,False,False,2024-11-09,2024-11-09,False,False,dreamact.info
7,,https://actonadream.squarespace.com/scholarship-database/,https://www.actonadream.org/scholarship-database,,0,0,False,False,False,True,False,False,False,False,2023-12-17,2025-05-07,False,False,squarespace.com
7,Find a local organization | DREAM Act Portal,https://dreamact.info/advocacy/organizations,http://actonadream.org/,http://actonadream.org,143,203,False,False,False,True,False,False,False,False,2024-02-24,2025-05-05,False,False,dreamact.info
7,Feed items | DREAM Act Portal,https://dreamact.info/feed-item?page=2678,http://actonadream.org/,http://actonadream.org,21,58,False,False,False,True,False,False,False,False,2024-08-05,2025-04-12,False,False,dreamact.info
7,Act on a Dream | DREAM Act Portal,https://dreamact.info/node/61653,http://actonadream.org/,http://actonadream.org,2,22,False,False,False,True,False,False,False,False,2024-02-17,2024-11-11,False,False,dreamact.info
7,Moral Messaging: The Case for Sanctuary Campus Status | UWire,https://www.uwire.com/2017/03/24/moral-messaging-the-case-for-sanctuary-campus-status/,http://www.actonadream.org/,Act on a Dream,14,11,False,False,False,True,False,False,False,False,2023-02-12,2025-01-24,False,False,uwire.com
7,"Act On A Dream - Phone, Email, Employees, CEO, VP, 2024",https://www.visualvisitor.com/companies/798792/act_on_a_dream,https://www.actonadream.org/,https://www.actonadream.org,8,84,False,False,False,True,False,False,False,False,2024-12-19,2025-04-17,False,False,visualvisitor.com
6,DRC Scholarships | LAVC,https://lavcprod.dev.sensisagency.com/student-services/spr/dream/financial-support/scholarships,https://www.actonadream.org/scholarship-database,Act on a Dream at Harvard College,41,159,False,False,False,True,False,False,False,False,2023-12-26,2025-05-03,False,False,sensisagency.com
6,This Undocumented Harvard Student Is the Co-Director of 'Act on a Dream',https://studybreaks.com/students/daishi-tanaka-undocumented-harvard-student-is-the-co-director-of-act-on-a-dream/,http://www.actonadream.org/,Act on a Dream,15,81,False,False,False,True,False,False,False,False,2024-10-13,2025-04-24,False,False,studybreaks.com
5,,https://actonadream.squarespace.com/scholarship-database,https://www.actonadream.org/scholarship-database,,0,0,False,False,False,True,False,False,False,False,2023-12-23,2025-04-20,False,False,squarespace.com
5,"Immigration, A Perennial Issue of Concern in the U.S. - Media Monitors Network (MMN)",https://mediamonitors.net/immigration-a-perennial-issue-of-concern-in-the-u-s/,http://actonadream.org/faq.html,DREAM Act – Act On A Dream,23,113,False,False,False,True,False,False,False,False,2023-04-25,2025-01-04,False,True,mediamonitors.net
