Name,Source,TF,CF,"Majestic BL","Majestic RD","Majestic Topics","Majestic Languages","Site Languages","Ahrefs DR","Ahrefs UR","Ahrefs RD","Ahrefs BL","Ahrefs Traffic","Ahrefs Positions","Ahrefs Cost","Moz DA","Moz PA",Age,"SZ Redirects","SZ Parked","SZ Active History","SZ Score","SZ Drops","Google Index","SEM Traffic","SEM Rank","SEM Keywords","Out Links Internal","Out Links External","Out Domains External","Date Added",Price,Expires
0xc0000005.com,"GoDaddy Auctions",24,15,275,48,"Computers/Multimedia: 24
Computers/Software/Networking: 15","Russian: 72.2%
English: 23.9%
French: 1.1%
Spanish: 1.1%
German: 0.7%
Dutch: 0.3%
Serbian: 0.3%",,32,4,146,2943,28,142,351,30,30,21,41,0,19,9,3,,0,25526422,2,0,0,0,05/09/2025,$1,"05/18/2025 20:06:00"
100supertoto.com,"Namecheap Auctions",8,20,2211,129,"World/Türkçe: 8","Turkish: 71.6%
English: 26.7%
Danish: 0.3%
Chinese: 0.3%
Japanese: 0.2%
French: 0.1%",,38,78,2049,9439,0,0,0,19,39,3,2,0,3,,,,0,0,0,0,1,1,05/17/2025,$5,"05/18/2025 15:00:00"
138slotgacor.org,"Namecheap Auctions",16,17,5795,40,"Recreation/Food: 16
Arts/Literature: 15
Computers/Software/Operating Systems: 14
Computers/History: 14
Science/Social Sciences: 14
Sports/Motorsports: 13
Science/Astronomy: 13
Computers/Hardware: 13
Arts/Animation: 13
Computers/Software/Freeware: 13","Spanish: 54.6%
English: 43.9%
Latin: 0.6%
Polish: 0.1%
Romanian: 0.1%
Slovak: 0.1%",,36,9,299,25692,0,0,0,20,23,1,0,0,1,,1,0,0,0,0,0,0,0,05/04/2025,$15,"05/18/2025 15:00:00"
24kadra.com,"GoDaddy Auctions",14,19,836,119,"Computers/Internet/Searching: 14
Adult/World: 13
News/Newspapers: 9
Business/Real Estate: 9
Home/Family: 9
Recreation/Travel: 9
News/Media Industry: 9
Arts/Online Writing: 8","Russian: 92.8%
Latvian: 3%
English: 2%
Estonian: 0.4%
Lithuanian: 0.4%
Georgian: 0.2%
Finnish: 0.1%
French: 0.1%
Italian: 0.1%
Serbian: 0.1%",,11,19,245,1771,0,0,0,35,41,18,160,0,18,5,0,0,0,0,0,0,0,0,05/08/2025,$1,"05/18/2025 19:35:00"
24onlinereview.com,"GoDaddy Auctions",12,21,228,52,"Adult/Computers: 12
Reference/Education: 9
Business/Energy: 7
Regional/Europe: 7","Portuguese: 88.8%
English: 5.4%
Indonesian: 5%
Russian: 0.1%
Azerbaijani: 0.1%
Spanish: 0.1%","Indonesian: 100%",30,34,359,38533,0,0,0,24,32,7,10,0,7,18,0,0,0,0,0,1,0,0,05/08/2025,$1,"05/18/2025 21:13:00"
24sugar-defender.com,"Namecheap Auctions",7,23,201,70,"Shopping/Crafts: 7
Business: 5
Sports/Soccer: 1","English: 91.8%
Russian: 4.6%
French: 1.1%
German: 1.1%
Finnish: 0.5%
Spanish: 0.5%",,18,25,289,747,0,0,0,6,38,1,0,0,1,,,,0,0,0,1,0,0,05/17/2025,$5,"05/18/2025 15:00:00"
365room.net,"Namecheap Auctions",12,17,132,49,"Business/Real Estate: 12
Home/Family: 12
Recreation/Travel: 12
Adult/Business: 10
Society: 10
Society/People: 10
Computers/Internet: 9
Adult/Image Galleries: 9
Business/Arts and Entertainment: 9
Science/Environment: 9","English: 50%
Korean: 50%",,38,19,20,66,0,0,0,7,32,12,8,3,12,29,8,1,0,0,0,0,0,0,05/04/2025,$15,"05/18/2025 15:00:00"
3oyooon.com,"GoDaddy Auctions",9,13,118,41,"Home/Family: 9
Business/Real Estate: 8
Recreation/Travel: 8
Games/Video Games/Roleplaying: 8
Society: 7
Society/People: 7
Society/Religion and Spirituality: 7
Science/Environment: 7
Health/Professions: 6
Computers/Internet: 6","Indonesian: 95.8%
Arabic: 2.6%
English: 1.4%",,17,8,37,902848,0,0,0,9,32,19,24,0,17,,7,1,0,0,0,0,0,0,05/09/2025,$1,"05/18/2025 20:40:00"
9jwhmhpt.com,"Namecheap Auctions",18,16,133,42,"Health/Professions: 18","Russian: 66.3%
English: 13%
Japanese: 11.2%
Korean: 5.6%
Latin: 1.8%
French: 0.9%
Italian: 0.9%",,7,0,15,21,0,0,0,9,31,1,0,0,1,,,,0,0,0,0,0,0,05/17/2025,$5,"05/18/2025 15:00:00"
aars-acrs.org,"Namecheap Auctions",23,17,101,68,"Science/Earth Sciences: 23","English: 91%
Chinese: 4.4%
Persian: 2.9%
Vietnamese: 1.4%",,6,0,127,397,0,0,0,18,29,24,4,1,21,,,,0,0,0,0,1,1,05/17/2025,$5,"05/18/2025 15:00:00"
accmarequipment.com,"GoDaddy Auctions",13,19,126,59,"Recreation/Boating: 13
Business: 13
Arts: 10
Business/Small Business: 10
Recreation/Travel: 9
Business/Consumer Goods and Services: 9
Business/Construction and Maintenance: 9
Regional/North America: 9
Science/Technology: 9","Indonesian: 72.3%
English: 26.1%
French: 1.5%",,14,1,287,1193,0,0,0,26,29,15,16,0,15,13,0,1,0,0,0,0,1,1,05/08/2025,$1,"05/18/2025 20:37:00"
accreditedfirms.com,"Namecheap Auctions",12,19,68,45,"Society: 11
Society/Organizations: 10
Regional/Europe: 9
Business/Energy: 9
Home/Family: 9
Home/Gardening: 9
Recreation/Travel: 9
Business: 9
Society/Philosophy: 7
Adult/Regional: 7","English: 100%",,26,0,71,4661,0,0,0,10,23,1,0,0,1,,0,1,0,0,0,0,0,0,05/04/2025,$15,"05/18/2025 15:00:00"
activelocks24-7.com,"GoDaddy Auctions",7,17,46,40,"Home/Family: 7
Recreation/Travel: 7
Society/Organizations: 6
Business/Real Estate: 6
Adult/Regional: 5
Business: 5
Regional/Europe: 5
Business/Energy: 5
Adult/World: 5
Adult/Shopping: 5","English: 100%",,7,13,53,102,0,0,0,10,29,13,2,0,11,30,0,1,0,0,0,0,0,0,05/08/2025,$1,"05/18/2025 16:53:00"
