Name,Source,TF,CF,"Majestic BL","Majestic RD","Majestic Topics","Majestic Languages","Site Languages","Ahrefs DR","Ahrefs UR","Ahrefs RD","Ahrefs BL","Ahrefs Traffic","Ahrefs Positions","Ahrefs Cost","Moz DA","Moz PA",Age,"SZ Redirects","SZ Parked","SZ Active History","SZ Score","SZ Drops","Google Index","SEM Traffic","SEM Rank","SEM Keywords","Out Links Internal","Out Links External","Out Domains External","Date Added",Price,Expires
deadseaclinic.com,"GoDaddy Auctions",27,16,218,46,"Health: 27","English: 72.8%
Russian: 25.1%
Chinese: 1%
Japanese: 0.5%
Ukrainian: 0.5%",,9,13,135,842,0,0,0,27,33,22,30,0,22,2,,,0,0,0,0,0,0,05/11/2025,$1,"05/21/2025 21:00:00"
masseysjewelers.com,"GoDaddy Auctions",30,18,377,156,"Shopping: 30","English: 98.7%
Portuguese: 1.2%",,7,5,1027,2547,0,0,0,22,36,24,19,0,24,2,,,0,0,0,0,0,0,05/12/2025,$1,"05/21/2025 17:45:00"
adrianobacchella.com,"GoDaddy Auctions",30,16,306,44,"Business/Arts and Entertainment: 30
Society/People: 19","English: 52.6%
Italian: 36.5%
Spanish: 4.3%
Polish: 3%
French: 1.7%
Dutch: 0.4%
German: 0.4%
Hungarian: 0.4%
Indonesian: 0.4%",,11,0,122,714,0,0,0,25,29,21,18,0,20,2,,0,0,0,0,0,0,0,05/12/2025,$1,"05/21/2025 17:41:00"
karlratzsch.com,"GoDaddy Auctions",32,18,323,58,"Recreation/Food: 32","English: 99.3%
German: 0.3%
Indonesian: 0.3%",,8,6,136,426,0,0,0,33,31,22,14,0,22,3,,1,0,35733962,1,0,0,0,05/11/2025,$1,"05/21/2025 19:38:00"
thebullbear.com,"GoDaddy Auctions",14,18,963,71,"News/Weblogs: 14
Society/Politics: 13
Business/Investing: 12
News/Media Industry: 12
Recreation/Humor: 12
Society/People: 11
Science/Social Sciences: 11
Society/Philosophy: 9
Business/Real Estate: 8
Shopping/Antiques and Collectibles: 8","English: 96.5%
Dutch: 2.7%
Latin: 0.3%
Danish: 0.1%
German: 0.1%
Swedish: 0.1%",,11,1,164,6244,0,0,0,30,27,15,38,0,15,4,,1,0,0,0,0,0,0,05/11/2025,$1,"05/21/2025 20:56:00"
angelicoslakehouse.com,"GoDaddy Auctions",21,14,145,28,"Arts/Graphic Design: 21","English: 97.9%
Indonesian: 2%",,13,0,117,324,0,0,0,35,29,20,54,0,20,4,,0,0,0,0,0,0,0,05/11/2025,$1,"05/21/2025 19:50:00"
fairywoodland.com,"GoDaddy Auctions",16,18,206,68,"Computers/Internet/On the Web: 16
Society/Religion and Spirituality: 15
Society/Issues: 14
Science/Environment: 13
Arts: 13","Russian: 63.9%
English: 33.6%
French: 0.8%
German: 0.8%
Spanish: 0.8%",,16,7,188,2753,0,0,0,17,35,23,34,0,23,4,,0,0,0,0,0,0,0,05/11/2025,$1,"05/21/2025 17:04:00"
jobakerwriter.com,"GoDaddy Auctions",17,17,1111,40,"Arts/Literature: 17
Arts/Visual Arts: 14
Science/Astronomy: 13
Science/Technology: 12","English: 68.1%
Dutch: 30.8%
French: 0.3%
Russian: 0.1%
Swedish: 0.1%",,19,11,153,1030,0,0,0,36,31,12,1,0,12,5,,,0,0,0,0,0,0,05/11/2025,$1,"05/21/2025 18:47:00"
ketupa.net,"GoDaddy Auctions",22,34,7347,2473,"News/Journalism: 21
Arts/Music: 20
Arts/Literature: 20
Science/Math: 20
Regional/North America: 18
Reference/Encyclopedias: 16
Regional/Central America: 15
Recreation/Scouting: 15
Society/History: 15
Regional/Caribbean: 15","English: 97.9%
Polish: 0.9%
German: 0.2%
Spanish: 0.2%
Russian: 0.1%","Thai: 60%
English: 40%",26,12,770,15738,0,0,0,42,35,23,247,0,23,5,,0,0,0,0,1,0,0,05/11/2025,$105,"05/21/2025 17:12:00"
studio-booth.com,"GoDaddy Auctions",18,17,86,34,"Arts/Music: 18","English: 100%",,5,4,101,555,15,12,1165,25,28,15,56,0,15,5,,3,28,5724769,36,1,0,0,05/11/2025,$1,"05/21/2025 16:17:00"
