Name,Source,Potentially spam,DA,AS,DR,UR,TF,CF,S RD,M RD,A RD,S BL,M BL,A BL,IP'S,SZ,Variance,Follow %,S (BL/RD),M (BL/RD),Age,Indexed,Drops,MT,English %,Expiry,Reason
kimperi.com,GoDaddy Auctions,,20.00,4.00,11.00,18.00,12.00,14.00,119.00,32.00,93.00,492.00,150.00,1701.00,101.00,nan,16.00,30.08%,4.1344537815126055,4.6875,17.00,1.0,,Home/Family: 12,nan%,2025-05-01,Low Authority Score (AS<5).
gisselleventura.com,GoDaddy Auctions,,3.00,2.00,0.00,0.00,9.00,11.00,75.00,27.00,35.00,107.00,73.00,39.00,48.00,nan,3.00,42.86%,1.4266666666666667,2.7037037037037037,2.00,0.0,,Society/Religion and Spirituality: 9,nan%,2025-05-01,Low Authority Score (AS<5).
9930-01-331-6244.com,GoDaddy Auctions,,17.00,2.00,6.00,0.00,11.00,18.00,164.00,77.00,574.00,677.00,388.00,4127.00,197.00,nan,15.00,52.28%,4.128048780487805,5.038961038961039,8.00,0.0,,"Games/Video Games/Browser Based: 11
Games/Video Games/Roleplaying: 9
Games/Roleplaying: 9
Society: 9
Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 8",nan%,2025-05-01,Low Authority Score (AS<5).
rentalsinvallarta.com,GoDaddy Auctions,,15.00,2.00,1.00,5.00,12.00,13.00,84.00,117.00,70.00,211.00,180.00,134.00,86.00,nan,14.00,38.39%,2.511904761904762,1.5384615384615385,21.00,1.0,,Society/Gay  Lesbian  and Bisexual: 12,nan%,2025-05-01,Low Authority Score (AS<5).
thegeekweekly.com,GoDaddy Auctions,,15.00,2.00,2.00,0.00,16.00,17.00,82.00,46.00,68.00,100.00,51.00,3350.00,85.00,12.00,13.00,85.00%,1.2195121951219512,1.108695652173913,17.00,1.0,,Home/Cooking: 16,nan%,2025-05-01,Low Authority Score (AS<5).
ctflames.com,GoDaddy Auctions,Questionable Majestic topics: adult.,11.00,2.00,1.00,1.00,8.00,13.00,93.00,32.00,95.00,450.00,1191.00,553.00,92.00,nan,10.00,88.00%,4.838709677419355,37.21875,12.00,0.0,,"Adult/Computers: 8
Adult/Image Galleries: 8
Recreation/Pets: 8
Business: 7
Computers/Multimedia: 7
Business/Transportation and Logistics: 7
Regional/Europe: 2",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
brismania.com,GoDaddy Auctions,,16.00,2.00,6.00,11.00,13.00,17.00,120.00,63.00,100.00,1277.00,76.00,254.00,125.00,10.00,14.00,24.61%,10.641666666666667,1.2063492063492063,12.00,0.0,,"Society/Organizations: 13
Society: 12
Society/People: 12
Society/Religion and Spirituality: 12
Society/Philanthropy: 12
Recreation/Autos: 11
Recreation/Travel: 11
News/Media Industry: 11
News/Weblogs: 11",nan%,2025-05-01,Low Authority Score (AS<5).
brickathon.com,GoDaddy Auctions,Questionable Majestic topics: adult.,10.00,2.00,nan,nan,8.00,17.00,90.00,54.00,nan,658.00,197.00,nan,104.00,nan,10.00,59.09%,7.311111111111111,3.6481481481481484,nan,0.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Adult/Regional: 7
Society/Organizations: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 3",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
self-defense-mind-body-spirit.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,34.00,5.00,0.00,0.00,14.00,21.00,353.00,156.00,nan,1112.00,3687.00,nan,336.00,nan,34.00,59.44%,3.15014164305949,23.634615384615383,0.00,0.0,,"Computers/Internet/Searching: 14
Reference/Education: 13
Society/Law: 13
Business/Real Estate: 13
Health/News and Media: 12
Games/Video Games/Shooter: 12
Science/Astronomy: 12
Recreation/Pets: 12
Computers/Graphics: 11
Society/Crime: 11",nan%,2025-05-01,Extremely new domain (<3 months).
photojoy-store.com,GoDaddy Auctions,,6.00,2.00,0.00,0.00,9.00,12.00,73.00,31.00,36.00,95.00,83.00,39.00,52.00,nan,6.00,45.26%,1.3013698630136987,2.6774193548387095,2.00,1.0,,"Arts: 9
Arts/Literature: 8
Arts/Photography: 8",nan%,2025-05-01,Low Authority Score (AS<5).
gujarattourism.org,GoDaddy Auctions,,10.00,2.00,1.00,0.00,29.00,16.00,128.00,59.00,100.00,448.00,151.00,268.00,107.00,12.00,9.00,87.72%,3.5,2.559322033898305,19.00,0.0,,Recreation/Travel: 29,nan%,2025-05-01,Low Authority Score (AS<5).
skysexu.com,GoDaddy Auctions,,7.00,2.00,0.00,6.00,10.00,19.00,403.00,101.00,220.00,554.00,101.00,684.00,417.00,nan,7.00,98.38%,1.3746898263027296,1.0,2.00,0.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8",nan%,2025-05-01,Low Authority Score (AS<5).
celebritydouble.com,GoDaddy Auctions,Questionable Majestic topics: adult. High spam score (SZ: 21.0).,17.00,2.00,5.00,0.00,11.00,19.00,160.00,79.00,515.00,929.00,379.00,4660.00,181.00,21.00,15.00,20.15%,5.80625,4.7974683544303796,24.00,1.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8
Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 8
Adult/Regional: 7
Adult/World: 7",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
topsightseeing.com,GoDaddy Auctions,,28.00,3.00,13.00,4.00,14.00,18.00,190.00,70.00,163.00,1113.00,1540.00,523.00,162.00,13.00,25.00,90.57%,5.8578947368421055,22.0,16.00,0.0,,"Arts/Architecture: 14
Arts/Photography: 13
Recreation/Pets: 12
Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Society/Issues: 9
Health/Senior Health: 9
Business/Business Services: 9",nan%,2025-05-01,Low Authority Score (AS<5).
liancelaw.com,GoDaddy Auctions,,3.00,2.00,0.00,0.00,10.00,12.00,68.00,25.00,35.00,84.00,61.00,38.00,47.00,nan,3.00,51.19%,1.2352941176470589,2.44,4.00,1.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8",nan%,2025-05-01,Low Authority Score (AS<5).
jimestack.com,GoDaddy Auctions,Questionable Majestic topics: adult.,19.00,15.00,11.00,16.00,14.00,30.00,137.00,65.00,132.00,724.00,161.00,533.00,162.00,nan,8.00,55.51%,5.2846715328467155,2.476923076923077,14.00,6.0,,"Adult/Image Galleries: 13
Adult/Computers: 13
Adult/Business: 12
Society/Philanthropy: 12
Society: 12
Shopping: 12
Shopping/Jewelry: 9",nan%,2025-05-01,Prohibited topics: adult.
alishacassandra.com,GoDaddy Auctions,,3.00,2.00,0.00,0.00,7.00,13.00,87.00,34.00,40.00,145.00,59.00,52.00,65.00,nan,3.00,41.38%,1.6666666666666667,1.7352941176470589,1.00,0.0,,"Society/Religion and Spirituality: 6
Regional/Europe: 2
Business/Real Estate: 1",nan%,2025-05-01,Low Authority Score (AS<5).
upscans.com,GoDaddy Auctions,,2.00,2.00,nan,nan,5.00,12.00,72.00,28.00,nan,95.00,64.00,nan,48.00,nan,2.00,42.11%,1.3194444444444444,2.2857142857142856,nan,0.0,,Society/Religion and Spirituality: 5,nan%,2025-05-01,Low Authority Score (AS<5).
tim-morlaix.com,GoDaddy Auctions,,21.00,4.00,30.00,0.00,16.00,14.00,137.00,39.00,133.00,304.00,1752.00,311.00,113.00,8.00,26.00,54.75%,2.218978102189781,44.92307692307692,18.00,1.0,,"Recreation/Travel: 15
Regional/Europe: 15
Science/Agriculture: 14
Recreation/Pets: 13
Science/Biology: 13
Business/Agriculture and Forestry: 12
Business/Transportation and Logistics: 12
Society/Issues: 12
Business/Consumer Goods and Services: 12
Health/Senior Health: 11",nan%,2025-05-01,Low Authority Score (AS<5).
scandeltservices.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,4.00,2.00,0.00,0.00,10.00,13.00,64.00,31.00,36.00,83.00,82.00,40.00,43.00,nan,4.00,45.78%,1.296875,2.6451612903225805,0.00,0.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8",nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
backthemac.com,GoDaddy Auctions,Questionable Majestic topics: adult.,15.00,2.00,0.00,0.00,8.00,15.00,72.00,52.00,58.00,85.00,67.00,83.00,78.00,15.00,15.00,87.06%,1.1805555555555556,1.2884615384615385,17.00,0.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Recreation/Autos: 5",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
usakkingcrab.com,GoDaddy Auctions,,1.00,2.00,0.00,0.00,10.00,13.00,88.00,35.00,35.00,131.00,58.00,42.00,61.00,nan,2.00,35.11%,1.4886363636363635,1.6571428571428573,1.00,0.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8",nan%,2025-05-01,Low Authority Score (AS<5).
bengalgaming.com,GoDaddy Auctions,High variance between metrics (47.0).,4.00,2.00,49.00,10.00,14.00,32.00,276.00,130.00,197.00,15548.00,8703.00,1950.00,275.00,nan,47.00,97.88%,56.333333333333336,66.94615384615385,4.00,82100.0,,"Shopping/Jewelry: 14
Health/Medicine: 12
Computers/Data Formats: 11
Society: 11
Society/People: 10",nan%,2025-05-01,Low Authority Score (AS<5).
latestechnews.com,GoDaddy Auctions,Questionable Majestic topics: adult. High spam score (SZ: 22.0). High variance between metrics (59.0).,61.00,2.00,8.00,8.00,8.00,20.00,730.00,84.00,423.00,1683.00,141.00,1337.00,332.00,22.00,59.00,71.96%,2.3054794520547945,1.6785714285714286,13.00,,,"Home/Family: 8
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 7
Recreation/Travel: 1
Recreation/Motorcycles: 1",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
roofingstuffs.com,GoDaddy Auctions,,4.00,2.00,0.00,0.00,11.00,12.00,69.00,25.00,28.00,101.00,78.00,38.00,49.00,10.00,4.00,87.13%,1.463768115942029,3.12,14.00,0.0,,"Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Health/Senior Health: 9
Games/Video Games/Roleplaying: 9
Society: 8
Society/People: 8
Society/Religion and Spirituality: 8
Computers/Internet: 8
Science/Environment: 8",nan%,2025-05-01,Low Authority Score (AS<5).
dautulagi.net,GoDaddy Auctions,,4.00,2.00,0.00,5.00,9.00,13.00,81.00,31.00,38.00,110.00,67.00,62.00,54.00,16.00,4.00,38.18%,1.3580246913580247,2.161290322580645,2.00,0.0,,Society/Religion and Spirituality: 9,nan%,2025-05-01,Low Authority Score (AS<5).
lameza.com,GoDaddy Auctions,High spam score (SZ: 31.0).,23.00,2.00,19.00,16.00,19.00,15.00,106.00,28.00,137.00,379.00,418.00,1731.00,113.00,31.00,21.00,94.20%,3.5754716981132075,14.928571428571429,14.00,,,"Computers/Hardware: 19
Arts/Radio: 17
Arts/Music: 13
Society/People: 13",nan%,2025-05-01,Low Authority Score (AS<5). High Spam Score (SZ>30).
sysvoot.com,GoDaddy Auctions,Questionable Majestic topics: adult.,22.00,3.00,15.00,11.00,11.00,21.00,410.00,111.00,325.00,19025.00,729.00,194169.00,545.00,nan,19.00,82.07%,46.40243902439025,6.5675675675675675,4.00,,,"Business/Opportunities: 11
Computers/Internet/Web Design and Development: 9
Adult/Arts: 9
Adult/Computers: 9
Home/Do-It-Yourself: 8
Adult/World: 8
Adult/Recreation: 7",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
lockitupsafe.com,GoDaddy Auctions,,9.00,2.00,1.00,0.00,15.00,13.00,87.00,30.00,17.00,197.00,62.00,33.00,86.00,20.00,8.00,43.65%,2.264367816091954,2.066666666666667,18.00,1.0,,"Business/Directories: 15
Business: 12",nan%,2025-05-01,Low Authority Score (AS<5).
visitgrace.net,GoDaddy Auctions,Questionable Majestic topics: adult.,9.00,2.00,3.00,2.00,8.00,16.00,104.00,46.00,72.00,138.00,55.00,83.00,85.00,17.00,7.00,59.42%,1.3269230769230769,1.1956521739130435,15.00,1.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 5",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
enzospizzaatlanta.com,GoDaddy Auctions,Questionable Majestic topics: adult.,16.00,2.00,0.00,0.00,8.00,16.00,100.00,41.00,77.00,360.00,54.00,103.00,111.00,16.00,16.00,27.27%,3.6,1.3170731707317074,17.00,1.0,,"Regional/Europe: 8
Home/Family: 8
Business/Energy: 8
Recreation/Travel: 8
Business: 7
Adult/Regional: 7
Society/Organizations: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 2",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
wearebrewnited.com,GoDaddy Auctions,,15.00,3.00,7.00,21.00,12.00,16.00,83.00,45.00,28.00,124.00,47.00,40.00,89.00,nan,12.00,86.29%,1.4939759036144578,1.0444444444444445,4.00,,,"Business/Construction and Maintenance: 12
Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8",nan%,2025-05-01,Low Authority Score (AS<5).
care4association.org,GoDaddy Auctions,Questionable Majestic topics: adult. High spam score (SZ: 24.0).,7.00,2.00,0.00,3.00,8.00,15.00,91.00,43.00,60.00,133.00,48.00,64.00,88.00,24.00,7.00,57.14%,1.4615384615384615,1.1162790697674418,8.00,0.0,,"Regional/Europe: 8
Business/Energy: 8
Home/Family: 8
Recreation/Travel: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
loftybazaar.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,1.00,2.00,0.00,0.00,5.00,12.00,95.00,41.00,44.00,635.00,87.00,82.00,70.00,nan,2.00,6.46%,6.684210526315789,2.1219512195121952,0.00,1.0,,Society/Religion and Spirituality: 5,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
webkafe.net,GoDaddy Auctions,Questionable Majestic topics: adult.,10.00,3.00,3.00,1.00,8.00,17.00,127.00,64.00,82.00,229.00,92.00,502.00,120.00,nan,7.00,69.43%,1.8031496062992125,1.4375,24.00,1.0,,"Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8
Business: 8
Adult/Regional: 7
Society/Organizations: 7
Adult/World: 7
Adult/Shopping: 7
Society/Religion and Spirituality: 6",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
tinylittletreat.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,1.00,2.00,0.00,0.00,10.00,12.00,70.00,27.00,31.00,93.00,79.00,33.00,46.00,nan,2.00,41.94%,1.3285714285714285,2.925925925925926,0.00,0.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8
Society/Religion and Spirituality: 5",nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
themenssoapshop.com,GoDaddy Auctions,Questionable Majestic topics: adult.,22.00,4.00,1.00,16.00,8.00,18.00,123.00,69.00,49.00,550.00,102.00,128.00,127.00,nan,21.00,67.17%,4.471544715447155,1.4782608695652173,11.00,1.0,,"Regional/Europe: 8
Business/Energy: 8
Home/Family: 8
Recreation/Travel: 8
Business: 8
Adult/Regional: 7
Society/Organizations: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 3",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
retromusic.biz,GoDaddy Auctions,Questionable Majestic topics: adult. High spam score (SZ: 38.0).,16.00,4.00,7.00,20.00,9.00,22.00,687.00,155.00,584.00,11770.00,946.00,5341.00,656.00,38.00,12.00,93.54%,17.13245997088792,6.103225806451613,18.00,1.0,,"Recreation/Autos: 9
Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 8
Adult/Regional: 8
Regional/North America: 7
Computers/Internet/E-mail: 7",nan%,2025-05-01,Low Authority Score (AS<5). High Spam Score (SZ>30). Prohibited topics: adult.
exterminatorofpest.com,GoDaddy Auctions,Questionable Majestic topics: adult.,18.00,2.00,32.00,18.00,8.00,16.00,104.00,46.00,884.00,225.00,77.00,36125.00,101.00,nan,30.00,33.78%,2.1634615384615383,1.673913043478261,6.00,5.0,,"Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
sparc-learning.com,GoDaddy Auctions,,4.00,2.00,nan,nan,9.00,12.00,66.00,31.00,nan,88.00,83.00,nan,46.00,nan,4.00,51.14%,1.3333333333333333,2.6774193548387095,nan,0.0,,Society/Religion and Spirituality: 9,nan%,2025-05-01,Low Authority Score (AS<5).
theinternetthings.com,GoDaddy Auctions,Questionable Majestic topics: adult. High variance between metrics (49.0).,51.00,2.00,2.00,4.00,9.00,16.00,123.00,51.00,114.00,399.00,65.00,393.00,132.00,nan,49.00,31.41%,3.2439024390243905,1.2745098039215685,8.00,,,"Adult/Computers: 8
Adult/Image Galleries: 8
Recreation/Pets: 8
Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8
Business: 8
Computers/Multimedia: 7
Business/Transportation and Logistics: 7",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
todddowell.com,GoDaddy Auctions,,5.00,2.00,0.00,0.00,11.00,14.00,116.00,65.00,54.00,190.00,331.00,86.00,70.00,nan,5.00,52.33%,1.6379310344827587,5.092307692307692,20.00,1.0,,"Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Health/Senior Health: 9
Society/Organizations: 9
News/Media Industry: 9
Business: 9
Games/Video Games/Roleplaying: 9
Recreation/Motorcycles: 8
Recreation/Autos: 8",nan%,2025-05-01,Low Authority Score (AS<5).
aihub101.com,GoDaddy Auctions,,9.00,3.00,8.00,9.00,5.00,14.00,96.00,46.00,36.00,484.00,164.00,57.00,127.00,nan,6.00,89.05%,5.041666666666667,3.5652173913043477,1.00,64.0,,"Society/Religion and Spirituality: 5
Business/Industrial Goods and Services: 1",nan%,2025-05-01,Low Authority Score (AS<5).
honeytw.com,GoDaddy Auctions,,2.00,2.00,17.00,0.00,11.00,41.00,1530.00,912.00,366.00,15148.00,8308.00,666.00,1460.00,nan,15.00,99.77%,9.900653594771242,9.109649122807017,13.00,0.0,,Regional/Asia: 11,nan%,2025-05-01,Low Authority Score (AS<5).
vktheva.com,GoDaddy Auctions,Questionable Majestic topics: adult.,12.00,4.00,11.00,17.00,8.00,17.00,132.00,66.00,51.00,264.00,104.00,107.00,120.00,20.00,8.00,51.14%,2.0,1.5757575757575757,9.00,4.0,,"Regional/Europe: 8
Recreation/Travel: 8
Home/Family: 8
Business/Energy: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 7
Society/Religion and Spirituality: 6",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
torchlightinvestments.net,GoDaddy Auctions,,1.00,2.00,0.00,0.00,9.00,12.00,75.00,29.00,37.00,96.00,65.00,45.00,44.00,nan,2.00,35.42%,1.28,2.2413793103448274,2.00,0.0,,Society/Religion and Spirituality: 9,nan%,2025-05-01,Low Authority Score (AS<5).
abnormalentertainment.com,GoDaddy Auctions,,20.00,4.00,7.00,28.00,18.00,16.00,160.00,43.00,93.00,871.00,6620.00,68644.00,179.00,13.00,16.00,90.23%,5.44375,153.95348837209303,19.00,0.0,,"Arts/Literature: 18
Science/Social Sciences: 16
Arts/Movies: 14",nan%,2025-05-01,Low Authority Score (AS<5).
lawrencevillegaonlinenotary.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,1.00,2.00,0.00,0.00,7.00,13.00,70.00,33.00,nan,95.00,78.00,nan,45.00,nan,2.00,44.57%,1.3571428571428572,2.3636363636363638,0.00,0.0,,Society/Religion and Spirituality: 7,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
aerialimagingproductions.com,GoDaddy Auctions,Questionable Majestic topics: adult.,12.00,3.00,13.00,0.00,8.00,17.00,121.00,55.00,86.00,339.00,69.00,305.00,151.00,12.00,10.00,72.14%,2.8016528925619837,1.2545454545454546,16.00,1.0,,"Society: 8
Society/People: 8
Society/Religion and Spirituality: 8
Regional/Europe: 8
Recreation/Autos: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Adult/Regional: 7",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
avantismedical.com,GoDaddy Auctions,,25.00,4.00,4.00,1.00,15.00,18.00,123.00,52.00,81.00,193.00,80.00,135.00,125.00,13.00,21.00,74.61%,1.5691056910569106,1.5384615384615385,19.00,0.0,,"Society/Government: 15
Business/Industrial Goods and Services: 14
Business/Food and Related Products: 14
Sports/Organizations: 14
Sports/Running: 14
Business: 14
Business/Healthcare: 13
Sports: 13
Home/Family: 13
Sports/Martial Arts: 13",nan%,2025-05-01,Low Authority Score (AS<5).
ivankowalenko.com,GoDaddy Auctions,Questionable Majestic topics: adult.,14.00,2.00,1.00,17.00,8.00,17.00,120.00,69.00,49.00,521.00,103.00,208.00,122.00,nan,13.00,36.76%,4.341666666666667,1.4927536231884058,11.00,1.0,,"Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8
Business: 7
Adult/Regional: 7
Society/Organizations: 7
Adult/World: 7
Adult/Shopping: 6
Society/Religion and Spirituality: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
alightbreaksthrough.org,GoDaddy Auctions,,15.00,3.00,9.00,8.00,20.00,17.00,127.00,56.00,121.00,1145.00,90.00,738.00,128.00,10.00,12.00,67.01%,9.015748031496063,1.6071428571428572,5.00,,,"Society/Issues: 20
Society/Religion and Spirituality: 14",nan%,2025-05-01,Low Authority Score (AS<5).
oppchallenge.com,GoDaddy Auctions,High spam score (SZ: 34.0).,1.00,2.00,1.00,0.00,9.00,12.00,81.00,47.00,72.00,93.00,52.00,386.00,66.00,34.00,1.00,86.02%,1.1481481481481481,1.1063829787234043,10.00,,,"Recreation/Travel: 9
Computers/Internet/Searching: 8
Business/Business Services: 8
Arts: 8
Recreation/Pets: 7",nan%,2025-05-01,Low Authority Score (AS<5). High Spam Score (SZ>30).
solecontrolphila.com,GoDaddy Auctions,Questionable Majestic topics: adult.,21.00,2.00,1.00,0.00,8.00,17.00,91.00,49.00,69.00,412.00,57.00,91.00,109.00,nan,20.00,30.12%,4.527472527472527,1.163265306122449,12.00,0.0,,"Regional/Europe: 8
Business/Energy: 8
Home/Family: 8
Recreation/Travel: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 2",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
virtual360ofsc.com,GoDaddy Auctions,Questionable Majestic topics: adult.,9.00,2.00,1.00,0.00,8.00,15.00,67.00,27.00,55.00,109.00,47.00,105.00,72.00,16.00,8.00,75.23%,1.626865671641791,1.7407407407407407,11.00,1.0,,"Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
sales-training-sales-tips.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,13.00,2.00,0.00,0.00,11.00,18.00,163.00,83.00,nan,1636.00,196.00,nan,136.00,nan,13.00,12.65%,10.036809815950921,2.36144578313253,0.00,0.0,,"Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Health/Senior Health: 9
Games/Video Games/Roleplaying: 9
Society: 8
Society/People: 8
Society/Religion and Spirituality: 8
Computers/Internet: 8
Science/Environment: 8",nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
openspanish.net,GoDaddy Auctions,Questionable Majestic topics: adult. High spam score (SZ: 21.0).,7.00,8.00,3.00,6.00,8.00,22.00,80.00,31.00,63.00,90.00,36.00,108.00,82.00,21.00,5.00,81.11%,1.125,1.1612903225806452,12.00,7.0,,"Regional/Europe: 8
Society/Philanthropy: 8
Business/Energy: 8
Society: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 8
Adult/Regional: 7
Adult/World: 7",nan%,2025-05-01,Prohibited topics: adult.
redeportalsaojose.com,GoDaddy Auctions,,1.00,2.00,0.00,4.00,7.00,11.00,91.00,37.00,31.00,195.00,78.00,51.00,58.00,nan,2.00,20.51%,2.142857142857143,2.108108108108108,2.00,0.0,,"Society/Religion and Spirituality: 7
Health: 2",nan%,2025-05-01,Low Authority Score (AS<5).
thejainhospital.com,GoDaddy Auctions,,19.00,2.00,nan,nan,15.00,17.00,563.00,38.00,nan,53320.00,264.00,nan,720.00,nan,19.00,99.76%,94.70692717584369,6.947368421052632,nan,,,"Business/Arts and Entertainment: 15
Recreation/Travel: 12",nan%,2025-05-01,Low Authority Score (AS<5).
dirtdrivebulldogs.com,GoDaddy Auctions,,5.00,2.00,0.00,0.00,12.00,13.00,80.00,31.00,34.00,107.00,68.00,60.00,54.00,nan,5.00,42.06%,1.3375,2.193548387096774,3.00,1.0,,Computers/Programming/Languages: 12,nan%,2025-05-01,Low Authority Score (AS<5).
1-800-rent-now.net,GoDaddy Auctions,Questionable Majestic topics: adult.,17.00,3.00,10.00,0.00,8.00,18.00,331.00,84.00,1161.00,1642.00,557.00,7483.00,293.00,20.00,14.00,51.73%,4.960725075528701,6.630952380952381,15.00,1.0,,"Regional/Europe: 8
Business/Energy: 8
Home/Family: 8
Recreation/Travel: 8
Business: 8
Society/Organizations: 8
Adult/Regional: 8
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 5",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
thehamptonshotel.com,GoDaddy Auctions,,16.00,2.00,2.00,0.00,14.00,14.00,76.00,30.00,44.00,383.00,46.00,63.00,87.00,13.00,14.00,14.25%,5.0394736842105265,1.5333333333333334,17.00,2.0,,"News/Extended Coverage: 13
News/Media Industry: 12
News/Newspapers: 12
Science/Environment: 12
Society/Government: 12
Society: 12
Business/Arts and Entertainment: 12
Arts/Literature: 12
News/Breaking News: 12
Society/Issues: 12",nan%,2025-05-01,Low Authority Score (AS<5).
ninigis.com,GoDaddy Auctions,,5.00,2.00,0.00,0.00,7.00,12.00,92.00,35.00,32.00,149.00,65.00,53.00,65.00,nan,5.00,32.21%,1.6195652173913044,1.8571428571428572,1.00,0.0,,Society/Religion and Spirituality: 7,nan%,2025-05-01,Low Authority Score (AS<5).
iiidiamond.com,GoDaddy Auctions,,1.00,2.00,0.00,0.00,10.00,12.00,93.00,32.00,33.00,165.00,81.00,35.00,60.00,nan,2.00,26.83%,1.7741935483870968,2.53125,2.00,0.0,,"Health/Mental Health: 9
Business/Textiles and Nonwovens: 8",nan%,2025-05-01,Low Authority Score (AS<5).
